Index,Carrier,Year,Service category,Request,Code type,Code,Description of service,Number of requests per code,Approval rate,Initially denied then approved - approval rate,Expedited - Avg response time,Standard - Avg response time,Extenuating circumstances - Avg response time,Expedited - Number of requests,Standard - Number of requests,Extenuating circumstances - Number of requests,Drug name,Drug code,Drug brand names
6025,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,17311,MOHS HD NCK HND FEET GEN 1ST STGE UP TO 5 BLCK,144,1,0,12.5,19,0,27,117,0,NA,NA,NA
6026,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,17000,DESTRUCT 1ST AK PREMALIG LESION,141,1,0,12.3,21.4,0,34,107,0,NA,NA,NA
6027,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,66984,EXTRACAPSULAR CAT REM W/ INSERT LENS PROSTHESIS W/O ECP,115,1,0,15.2,31.2,0,11,104,0,NA,NA,NA
6028,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,94010,SPIROMETRY W/GRAPHIC RECORD/VITAL CAPACITY/FLOW,112,1,0,12,35.8,0,5,107,0,NA,NA,NA
6029,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,64400,INJ(S) ANESTHETIC AGENT(S) AND/OR STEROID TRIGEMINAL NRV EA BRANCH,106,1,0,10.7,25.1,0,21,85,0,NA,NA,NA
6030,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,43284,LAPAROSCOPY SURG ESOPHAGEAL SPHINCTER AUGMNTATION W/DEV (IE MAGNETIC BAND),1,0,1,0,129,0,0,1,0,NA,NA,NA
6031,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,77385,INTENSITY MODULATED RADIATION TREATMENT DELIVERY (IMRT)  SIMPLE,1,0,1,0,71,0,0,1,0,NA,NA,NA
6032,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,B4154,ENTERAL FORMULAE CATEGORY IV,1,0,1,0,132,0,0,1,0,NA,NA,NA
6033,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,J1559,INJECTION IMMUNE GLOBULIN (HIZENTRA) 100 MG,1,0,1,0,38,0,0,1,0,NA,NA,NA
6034,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,81204,AR GENE ANALYSIS CHARACTERIZATION OF ALLELES,2,0,0.5,0,57,0,0,2,0,NA,NA,NA
6035,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,90868,TRANSCRANIAL MAG STIMJ TX DLVR & MGMT,3,0,0.33,0,113.7,0,0,3,0,NA,NA,NA
6036,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,64582,OPEN IMPLTJ HPGLSL NRV NSTIM RA PG&RESPIR SENSOR,4,0,0.25,0,111,0,0,4,0,NA,NA,NA
6037,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,29916,ARTHROSCOPY HIP W/LABRAL REPAIR,9,0,0.22,5,65.1,0,1,8,0,NA,NA,NA
6038,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,77522,PROTON TRMT SIMPLE W/COMP,5,0,0.2,18,78.3,0,2,3,0,NA,NA,NA
6039,Carrier D,2023,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,81439,HEREDIT CARDIOMYOPTHY GENOMIC ANALY PANEL MUST INCL 5 GENES,5,0,0.2,0,83.6,0,0,5,0,NA,NA,NA
6040,Carrier D,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90837,PSYCHOTHERAPY 60 MIN PATIENT,860,0.96,0,1.8,3.8,0,95,765,0,NA,NA,NA
6041,Carrier D,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90836,PSYCHOTHERAPY 45 MIN PATIENT WITH MEDICAL SVCS,304,1,0,3.1,3.1,0,36,268,0,NA,NA,NA
6042,Carrier D,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90791,PSYCHIATRIC DIAGNOSTIC EVAL W/O MEDICAL SERVICES,150,0.99,0,19.3,24.2,0,4,146,0,NA,NA,NA
6043,Carrier D,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90868,TRANSCRANIAL MAG STIMJ TX DLVR & MGMT,113,0.81,0,0,65.9,0,0,113,0,NA,NA,NA
6044,Carrier D,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97151,BEHAV IDENTIFICATION ASSESSMNT ADM BY PHYS OR QUAL PROF EA 15 MINS,70,0.9,0,39,157,0,1,69,0,NA,NA,NA
6045,Carrier D,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,96132,NEUROPSYCHOLOGICAL TEST EVAL BY PHYS OR QUAL PROF FIRST HOUR,51,0.88,0,15,42,0,2,49,0,NA,NA,NA
6046,Carrier D,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90853,GROUP PSYCHOTHERAPY,45,1,0,0,25.8,0,0,45,0,NA,NA,NA
6047,Carrier D,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,96130,PSYCHOLOGICAL TESTING EVAL BY PHYS OR QUAL PROF  FIRST HOUR,43,0.98,0,0,17.3,0,0,43,0,NA,NA,NA
6048,Carrier D,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97153,ADAPTIVE BEHAV TX BY PROTOCOL ADM BY TECH/SUP BY PHYS EA 15 MINS,25,0.88,0,0,105.6,0,0,25,0,NA,NA,NA
6049,Carrier D,2023,Outpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,90792,PSYCHIATRIC DIAGNOSTIC EVALUATION W/MEDICAL SERVICES,22,0.91,0,37,52.4,0,4,18,0,NA,NA,NA
6050,Carrier D,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,90836,PSYCHOTHERAPY 45 MIN PATIENT WITH MEDICAL SVCS,304,1,0,3.1,3.1,0,36,268,0,NA,NA,NA
6051,Carrier D,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,90853,GROUP PSYCHOTHERAPY,45,1,0,0,25.8,0,0,45,0,NA,NA,NA
6052,Carrier D,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,99214,OFFICE VISIT E&M EST PT MODERATE MDM 30-39 MINS,12,1,0,36,17.1,0,1,11,0,NA,NA,NA
6053,Carrier D,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,96136,PSYCHOLOGICAL OR NEUROPSYCHOLOGICAL TEST BY PHYS2 OR MOREFIRST 30 MINS,8,1,0,0,21,0,0,8,0,NA,NA,NA
6054,Carrier D,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,G2082,VISIT FOR EVAL/MGMT EST PT REQ SUPERVISOIN MD UP TO 56 MG OF ESKETAMINE NASAL SELF ADMIM,6,1,0,0,33.5,0,0,6,0,NA,NA,NA
6055,Carrier D,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,96116,NEUROBEHAVIORAL STATUS EXAM PHYS OR QUAL PROF FIRST HOUR,3,1,0,0,31,0,0,3,0,NA,NA,NA
6056,Carrier D,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,96138,PSYCHOLOGICAL OR NEUROPSYCHOLOGICAL TEST BY TECH2 OR MOREFIRST 30 MINS,3,1,0,0,745,0,0,3,0,NA,NA,NA
6057,Carrier D,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,90833,PSYCHOTHERAPY 30 MIN PATIENT WITH MEDICAL SVCS,2,1,0,0,0,0,0,2,0,NA,NA,NA
6058,Carrier D,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,97155,ADAPTIVE BEHAV TX W/PROTOCOL MOD ADM BY PHYS OR QUAL PROF EA 15 MINS,1,1,0,0,141,0,0,1,0,NA,NA,NA
6059,Carrier D,2023,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,H0020,ALCOHOL AND/OR DRUG SERVICES,1,1,0,0,11,0,0,1,0,NA,NA,NA
6060,Carrier D,2023,Outpatient MH-SUD,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,90792,PSYCHIATRIC DIAGNOSTIC EVALUATION W/MEDICAL SERVICES,22,0,0.05,37,52.4,0,4,18,0,NA,NA,NA
6061,Carrier D,2023,Outpatient MH-SUD,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,90868,TRANSCRANIAL MAG STIMJ TX DLVR & MGMT,113,0,0.04,0,65.9,0,0,113,0,NA,NA,NA
6062,Carrier D,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0601,CPAP DEVICE,1504,0.96,0,12.6,26.4,0,149,1355,0,NA,NA,NA
6063,Carrier D,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0603,DME ELECTRIC BREAST PUMP KIT PURCHASE,537,1,0,11.5,21,0,475,62,0,NA,NA,NA
6064,Carrier D,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,A7027,COMB ORAL/NASAL MASK USED W/CPAP DEVICE EA,470,1,0,12.3,16.2,0,92,378,0,NA,NA,NA
6065,Carrier D,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,A7034,NASAL APPLICATION DEVICE,333,0.99,0,13.5,19.5,0,2,331,0,NA,NA,NA
6066,Carrier D,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,L4361,PNEUMATIC WALKING BOOT,321,1,0,16,18.4,0,2,319,0,NA,NA,NA
6067,Carrier D,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0114,CRUTCHES METAL UNDERARM PAIR,286,1,0,15,17.5,0,1,285,0,NA,NA,NA
6068,Carrier D,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0604,DME ELECTRIC BREAST PUMP KIT RENTAL,195,0.98,0,12.6,24,0,115,80,0,NA,NA,NA
6069,Carrier D,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,L3908,WRIST SPLINT W/WO COCK-UP,191,1,0,0,17.6,0,0,191,0,NA,NA,NA
6070,Carrier D,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,L3809,WRIST THUMB SPICA,156,1,0,8,15.9,0,1,155,0,NA,NA,NA
6071,Carrier D,2023,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0143,WALKER FOLDING WHEELED ADJUSTABLE OR FIXED HEIGHT,151,0.99,0,5.3,30.1,0,56,95,0,NA,NA,NA
6072,Carrier D,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,A7027,COMB ORAL/NASAL MASK USED W/CPAP DEVICE EA,470,1,0,12.3,16.2,0,92,378,0,NA,NA,NA
6073,Carrier D,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E0114,CRUTCHES METAL UNDERARM PAIR,286,1,0,15,17.5,0,1,285,0,NA,NA,NA
6074,Carrier D,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,L3908,WRIST SPLINT W/WO COCK-UP,191,1,0,0,17.6,0,0,191,0,NA,NA,NA
6075,Carrier D,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,L3809,WRIST THUMB SPICA,156,1,0,8,15.9,0,1,155,0,NA,NA,NA
6076,Carrier D,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,L3660,SHOULDER ORTHOSIS FIGURE OF EIGHT DESIGN ABDUCTION RESTRAINER CANVAS AND,149,1,0,0,19.2,0,0,149,0,NA,NA,NA
6077,Carrier D,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,L3670,SHLDER IMMOB W/ABDUCTION PILLOW,101,1,0,27,14.7,0,2,99,0,NA,NA,NA
6078,Carrier D,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E0118,CRUTCH SUBSTITUTE LOWER LEG PLATFORM WITH OR WITHOUT WHEELS EACH,95,1,0,12.2,69,0,31,64,0,NA,NA,NA
6079,Carrier D,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,L1902,ANKLE LACE UP BRACE,89,1,0,0,17,0,0,89,0,NA,NA,NA
6080,Carrier D,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E0570,DME NEBULIZE HOME/PORTABLE,83,1,0,14.1,28.7,0,15,68,0,NA,NA,NA
6081,Carrier D,2023,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,L4205,REPAIR ORTHOTIC DEV LABOR PER 15 MIN,75,1,0,34.7,33.2,0,3,72,0,NA,NA,NA
6082,Carrier D,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,L5321,AK OPEN END SACH,2,0,0.5,0,72.5,0,0,2,0,NA,NA,NA
6083,Carrier D,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,E1161,MANUAL ADULT SIZE WHEELCHAIR INCLUDES TILT IN SPACE,5,0,0.2,0,95.2,0,0,5,0,NA,NA,NA
6084,Carrier D,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,K0861,POWER WHEELCHAIR GROUP 3 STD MULT POWER OPTION CAP UP TO 300 LBS,5,0,0.2,0,51.2,0,0,5,0,NA,NA,NA
6085,Carrier D,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,K0005,ULTRALIGHTWEIGHT WHEELCHAIR,9,0,0.11,0,96.2,0,0,9,0,NA,NA,NA
6086,Carrier D,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,B4149,ENTERAL FORMULA MANUFACT ADM VIA ENTERAL FEED TUBE 100 CALORIES=1UN,10,0,0.1,8,111.3,0,2,8,0,NA,NA,NA
6087,Carrier D,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,E2402,NEGATIVE PRESSURE WOUND THERAPY ELECT PUMP STATIONARY OR PORTABLE,73,0,0.01,40.3,77.8,0,49,24,0,NA,NA,NA
6088,Carrier D,2023,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,E0601,CPAP DEVICE,1504,0,0,12.6,26.4,0,149,1355,0,NA,NA,NA
6089,Carrier D,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99214,OFFICE VISIT E&M EST PT MODERATE MDM 30-39 MINS,440,0.99,0,17.9,27,0,36,404,0,NA,NA,NA
6090,Carrier D,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E2103,NONADJUNCTIVE NONIMPLANTED CGM/RECEIVER,223,0.71,0,22,70.5,0,26,197,0,NA,NA,NA
6091,Carrier D,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,A4239,SPLY ALW NONADJUNC NONIMPL CGM 1 MO SPLY= 1 UOS,208,0.86,0,16.5,42.1,0,84,124,0,NA,NA,NA
6092,Carrier D,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97802,MED NUTRIT THRPY INIT ASSESS 15 MIN,133,1,0,12.9,24.1,0,8,125,0,NA,NA,NA
6093,Carrier D,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,A4224,SUPPLIES FOR MAINTENANCE OF INSULIN INFUSION CATH PER WEEK,87,0.98,0,11.8,35.1,0,60,27,0,NA,NA,NA
6094,Carrier D,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0784,EXTERN AMBUL INSULIN INFUS PUMP,52,0.85,0,10,80.6,0,2,50,0,NA,NA,NA
6095,Carrier D,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,G0108,DIAB MGMT TRN PER INDIV,47,1,0,0,43.7,0,0,47,0,NA,NA,NA
6096,Carrier D,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,J9035,INJ BEVACIZUMAB 10 MG,47,1,0,8.2,32.8,0,5,42,0,NA,NA,NA
6097,Carrier D,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,A9276,SNSRINVSV DISP USE NONDME INTRSTL CGM 1U=1D SPL,40,0.95,0,18.3,45.9,0,7,33,0,NA,NA,NA
6098,Carrier D,2023,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,J0178,INJ AFLIBERCEPT (EYLEA) 1 MG,36,0.94,0,17.8,77,0,6,30,0,NA,NA,NA
6099,Carrier D,2023,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,97802,MED NUTRIT THRPY INIT ASSESS 15 MIN,133,1,0,12.9,24.1,0,8,125,0,NA,NA,NA
